Dates,NKE ,C ,SPX ,USDGBP,CBK ,VOW ,DAX,GBPEUR,,,,,,,,,,,,,,,,,,,,
17/10/2013,37.27,51.12,1733.15,0.6186,9.71,173.79,8811.98,1.182,,,,,,,,,,,,,,,,,,,,
18/10/2013,37.965,51.15,1744.5,0.6185,9.835,171,8865.1,1.1812,,,,,,,,,,,,,,,,,,,,
21/10/2013,38.045,51.03,1744.66,0.6193,9.8,171.7,8867.22,1.1803,,,,,,,,,,,,,,,,,,,,
22/10/2013,37.98,50.76,1754.67,0.6159,9.72,172.91,8947.46,1.1781,,,,,,,,,,,,,,,,,,,,
23/10/2013,37.78,50.19,1746.38,0.6187,9.35,170.6,8919.86,1.1733,,,,,,,,,,,,,,,,,,,,
24/10/2013,37.755,50.15,1752.07,0.6172,9.73,172.5,8980.63,1.1739,,,,,,,,,,,,,,,,,,,,
25/10/2013,37.85,50.06,1759.77,0.6185,9.52,170.1,8985.74,1.1711,,,,,,,,,,,,,,,,,,,,
28/10/2013,37.755,50.15,1762.11,0.6195,9.42,168.7,8978.65,1.171,,,,,,,,,,,,,,,,,,,,
29/10/2013,37.955,50.22,1771.95,0.6232,9.561,167.3,9022.04,1.1674,,,,,,,,,,,,,,,,,,,,
30/10/2013,38.065,49.89,1763.31,0.6235,9.621,176.5,9010.27,1.1674,,,,,,,,,,,,,,,,,,,,
31/10/2013,37.88,48.78,1756.54,0.6235,9.47,179.6,9033.92,1.1808,,,,,,,,,,,,,,,,,,,,
01/11/2013,38.03,48.74,1761.64,0.6279,9.47,181,9007.83,1.1809,,,,,,,,,,,,,,,,,,,,
04/11/2013,38.185,48.63,1767.93,0.6262,9.427,183.3,9037.23,1.1816,,,,,,,,,,,,,,,,,,,,
05/11/2013,38.6,48.38,1762.97,0.6232,9.29,181.5,9009.11,1.1908,,,,,,,,,,,,,,,,,,,,
06/11/2013,38.38,48.62,1770.49,0.6219,9.365,183.15,9040.87,1.19,,,,,,,,,,,,,,,,,,,,
07/11/2013,37.85,48.35,1747.15,0.6213,10.175,184,9081.03,1.1996,,,,,,,,,,,,,,,,,,,,
08/11/2013,38.56,49.94,1770.61,0.6243,10.46,183.52,9078.28,1.1983,,,,,,,,,,,,,,,,,,,,
11/11/2013,38.58,50.17,1771.89,0.6254,10.34,183.5,9107.86,1.1927,,,,,,,,,,,,,,,,,,,,
12/11/2013,38.435,49.52,1767.69,0.6288,10.27,182.05,9076.48,1.1838,,,,,,,,,,,,,,,,,,,,
13/11/2013,38.925,49.99,1782,0.6228,10.155,182.3,9054.83,1.1906,,,,,,,,,,,,,,,,,,,,
14/11/2013,39.32,50.21,1790.62,0.6224,9.966,183.78,9149.66,1.1936,,,,,,,,,,,,,,,,,,,,
15/11/2013,39.61,50.4,1798.18,0.6205,9.99,185.15,9168.69,1.1943,,,,,,,,,,,,,,,,,,,,
18/11/2013,39.29,50.79,1791.53,0.6208,10.13,187.05,9225.43,1.1928,,,,,,,,,,,,,,,,,,,,
19/11/2013,38.905,51.17,1787.87,0.6203,10.005,187.205,9193.29,1.1907,,,,,,,,,,,,,,,,,,,,
20/11/2013,38.92,50.77,1781.37,0.6209,9.86,187.18,9202.07,1.1984,,,,,,,,,,,,,,,,,,,,
21/11/2013,39.045,51.73,1795.85,0.6173,10.295,187.8,9196.08,1.2015,,,,,,,,,,,,,,,,,,,,
22/11/2013,39.435,52.41,1804.76,0.6163,10.255,187.8,9219.04,1.1969,,,,,,,,,,,,,,,,,,,,
25/11/2013,39.565,53.29,1802.48,0.619,10.33,188.43,9299.95,1.1952,,,,,,,,,,,,,,,,,,,,
26/11/2013,39.8,53.01,1802.75,0.6167,10.42,187.5,9290.07,1.1947,,,,,,,,,,,,,,,,,,,,
27/11/2013,39.665,53.05,1807.23,0.614,10.66,189.95,9351.13,1.1995,,,,,,,,,,,,,,,,,,,,
28/11/2013,39.665,53.05,1807.23,0.6118,10.755,189.95,9387.37,1.2012,,,,,,,,,,,,,,,,,,,,
29/11/2013,39.57,52.92,1805.81,0.611,10.95,191.15,9405.3,1.2044,,,,,,,,,,,,,,,,,,,,
02/12/2013,39.545,52.62,1800.9,0.6114,10.88,192.15,9401.96,1.2079,,,,,,,,,,,,,,,,,,,,
03/12/2013,39.565,52.13,1795.15,0.6101,10.38,186.3,9223.4,1.2061,,,,,,,,,,,,,,,,,,,,
04/12/2013,39.41,52.04,1792.81,0.6104,10.54,186.9,9140.63,1.2053,,,,,,,,,,,,,,,,,,,,
05/12/2013,39.475,51.06,1785.03,0.6122,10.35,184.01,9084.95,1.1952,,,,,,,,,,,,,,,,,,,,
06/12/2013,39.93,51.49,1805.09,0.6116,10.471,186.15,9172.41,1.1929,,,,,,,,,,,,,,,,,,,,
09/12/2013,39.89,52.11,1808.37,0.6087,10.675,186.35,9195.17,1.1958,,,,,,,,,,,,,,,,,,,,
10/12/2013,39.61,51.74,1802.62,0.6081,11,185.05,9114.44,1.1951,,,,,,,,,,,,,,,,,,,,
11/12/2013,38.42,50.71,1782.22,0.6107,10.975,184.14,9077.11,1.1878,,,,,,,,,,,,,,,,,,,,
12/12/2013,38.115,50.91,1775.5,0.6116,10.76,182.05,9017,1.1888,,,,,,,,,,,,,,,,,,,,
13/12/2013,38.2,50.97,1775.32,0.6136,10.692,182.5,9006.46,1.186,,,,,,,,,,,,,,,,,,,,
16/12/2013,38.22,50.9,1786.54,0.6136,11.095,186.15,9163.56,1.1844,,,,,,,,,,,,,,,,,,,,
17/12/2013,38.38,50.69,1781,0.6149,11.09,185.4,9085.12,1.1813,,,,,,,,,,,,,,,,,,,,
18/12/2013,39.275,51.96,1810.65,0.6101,11.27,188.4,9181.75,1.1978,,,,,,,,,,,,,,,,,,,,
19/12/2013,39.13,51.88,1809.6,0.6109,11.325,189.76,9335.74,1.1983,,,,,,,,,,,,,,,,,,,,
20/12/2013,38.67,52.21,1818.32,0.6122,11.32,190.55,9400.18,1.1947,,,,,,,,,,,,,,,,,,,,
23/12/2013,38.555,52.41,1827.99,0.6114,11.38,191.82,9488.82,1.1942,,,,,,,,,,,,,,,,,,,,
24/12/2013,38.83,52.43,1833.32,0.6109,11.38,191.82,9488.82,1.1967,,,,,,,,,,,,,,,,,,,,
25/12/2013,38.83,52.43,1833.32,0.6116,11.38,191.82,9488.82,1.1953,,,,,,,,,,,,,,,,,,,,
26/12/2013,39.095,52.35,1842.02,0.6093,11.38,191.82,9488.82,1.1986,,,,,,,,,,,,,,,,,,,,
27/12/2013,39.08,52.26,1841.4,0.6067,11.67,196.3,9589.39,1.1989,,,,,,,,,,,,,,,,,,,,
30/12/2013,39.37,51.92,1841.07,0.606,11.71,196.9,9552.16,1.1955,,,,,,,,,,,,,,,,,,,,
31/12/2013,39.32,52.11,1848.36,0.604,11.71,196.9,9552.16,1.2041,,,,,,,,,,,,,,,,,,,,
01/01/2014,39.32,52.11,1848.36,0.6036,11.71,196.9,9552.16,1.2038,,,,,,,,,,,,,,,,,,,,
02/01/2014,39.12,52.27,1831.98,0.6078,11.46,193.51,9400.04,1.2034,,,,,,,,,,,,,,,,,,,,
03/01/2014,39.015,53.4,1831.37,0.6092,11.35,193.022,9435.15,1.2087,,,,,,,,,,,,,,,,,,,,
06/01/2014,38.715,53.81,1826.77,0.6096,11.74,193,9428,1.2038,,,,,,,,,,,,,,,,,,,,
07/01/2014,38.745,54.18,1837.88,0.6097,12.4,193.9,9506.2,1.2047,,,,,,,,,,,,,,,,,,,,
08/01/2014,38.545,54.81,1837.49,0.608,12.88,193.05,9497.84,1.2116,,,,,,,,,,,,,,,,,,,,
09/01/2014,38.545,55.2,1838.13,0.6068,13.03,193.275,9421.61,1.2111,,,,,,,,,,,,,,,,,,,,
10/01/2014,38.46,54.72,1842.37,0.6067,13.03,195,9473.24,1.2058,,,,,,,,,,,,,,,,,,,,
13/01/2014,37.59,53.72,1819.2,0.6104,13.52,194.19,9510.17,1.1984,,,,,,,,,,,,,,,,,,,,
14/01/2014,37.585,53.95,1838.88,0.6083,13.45,192,9540.51,1.2018,,,,,,,,,,,,,,,,,,,,
15/01/2014,37.715,54.99,1848.38,0.6109,13.79,195.3,9733.81,1.2033,,,,,,,,,,,,,,,,,,,,
16/01/2014,37.395,52.6,1845.89,0.6115,13.56,196.25,9717.71,1.2008,,,,,,,,,,,,,,,,,,,,
17/01/2014,36.695,52.27,1838.7,0.6088,13.45,197.163,9742.96,1.2129,,,,,,,,,,,,,,,,,,,,
20/01/2014,36.695,52.27,1838.7,0.6087,13,196.45,9715.9,1.2122,,,,,,,,,,,,,,,,,,,,
21/01/2014,36.875,51.85,1843.8,0.6069,13.18,197,9730.12,1.215,,,,,,,,,,,,,,,,,,,,
22/01/2014,36.75,51.9,1844.86,0.6033,13.045,196.1,9720.11,1.2235,,,,,,,,,,,,,,,,,,,,
23/01/2014,36.365,50.72,1828.46,0.601,13.25,192,9631.04,1.2148,,,,,,,,,,,,,,,,,,,,
24/01/2014,35.825,49.33,1790.29,0.6067,12.87,185.25,9392.02,1.205,,,,,,,,,,,,,,,,,,,,
27/01/2014,35.95,48.81,1781.56,0.603,12.8,183.95,9349.22,1.213,,,,,,,,,,,,,,,,,,,,
28/01/2014,36.355,49.6,1792.5,0.6031,13.1,187.4,9406.91,1.2128,,,,,,,,,,,,,,,,,,,,
29/01/2014,35.885,48.08,1774.2,0.6037,13.135,183.8,9336.73,1.2122,,,,,,,,,,,,,,,,,,,,
30/01/2014,36.97,48.3,1794.19,0.6066,13,183,9373.48,1.2162,,,,,,,,,,,,,,,,,,,,
31/01/2014,36.425,47.43,1782.59,0.6083,12.65,180.5,9306.48,1.219,,,,,,,,,,,,,,,,,,,,
03/02/2014,35.44,46.34,1741.89,0.6133,11.93,176.75,9186.52,1.2055,,,,,,,,,,,,,,,,,,,,
04/02/2014,35.255,46.78,1755.2,0.6125,12.595,175.9,9127.91,1.2076,,,,,,,,,,,,,,,,,,,,
05/02/2014,35.3,47.06,1751.64,0.6131,12.665,178.24,9116.32,1.2051,,,,,,,,,,,,,,,,,,,,
06/02/2014,35.755,48.25,1773.43,0.6127,12.99,181.075,9256.58,1.201,,,,,,,,,,,,,,,,,,,,
07/02/2014,36.345,49.34,1797.02,0.6093,12.97,182.64,9301.92,1.2036,,,,,,,,,,,,,,,,,,,,
10/02/2014,36.335,49.32,1799.84,0.6096,12.985,183.995,9289.86,1.2019,,,,,,,,,,,,,,,,,,,,
11/02/2014,36.99,49.66,1819.75,0.6079,13.18,188.35,9478.77,1.2062,,,,,,,,,,,,,,,,,,,,
12/02/2014,37.055,49.96,1819.26,0.6026,13.48,191.35,9540,1.2208,,,,,,,,,,,,,,,,,,,,
13/02/2014,37.435,49.86,1829.83,0.6003,13.59,192.687,9596.77,1.2177,,,,,,,,,,,,,,,,,,,,
14/02/2014,37.535,49.52,1838.63,0.5971,13.28,195.5,9662.4,1.2231,,,,,,,,,,,,,,,,,,,,
17/02/2014,37.535,49.52,1838.63,0.5983,13.32,195.52,9656.76,1.2194,,,,,,,,,,,,,,,,,,,,
18/02/2014,37.605,49.38,1840.76,0.5994,13.135,195.25,9659.78,1.2125,,,,,,,,,,,,,,,,,,,,
19/02/2014,37.41,48.19,1828.75,0.5995,12.75,194.369,9660.05,1.2145,,,,,,,,,,,,,,,,,,,,
20/02/2014,37.79,48.13,1839.78,0.6006,13.02,192.654,9618.85,1.2138,,,,,,,,,,,,,,,,,,,,
21/02/2014,38.24,48.26,1836.25,0.6018,12.9,187.7,9656.95,1.2099,,,,,,,,,,,,,,,,,,,,
24/02/2014,38.92,48.98,1847.61,0.6004,13.06,186.25,9708.94,1.2127,,,,,,,,,,,,,,,,,,,,
25/02/2014,39.055,48.4,1845.12,0.5995,12.95,186.96,9699.35,1.2136,,,,,,,,,,,,,,,,,,,,
26/02/2014,39.21,48.32,1845.16,0.5998,13.03,185.71,9661.73,1.2178,,,,,,,,,,,,,,,,,,,,
27/02/2014,39.01,48.69,1854.29,0.5993,13.01,184.09,9588.33,1.2171,,,,,,,,,,,,,,,,,,,,
28/02/2014,39.15,48.63,1859.45,0.5972,13.02,184.55,9692.08,1.2131,,,,,,,,,,,,,,,,,,,,
03/03/2014,38.695,47.61,1845.73,0.6,12.23,180,9358.89,1.2134,,,,,,,,,,,,,,,,,,,,
04/03/2014,39.31,48.83,1873.91,0.6001,12.92,183,9589.15,1.2126,,,,,,,,,,,,,,,,,,,,
05/03/2014,38.71,49.42,1873.81,0.598,13.19,182,9542.02,1.2176,,,,,,,,,,,,,,,,,,,,
06/03/2014,39.11,49.71,1877.03,0.5974,13.055,182.19,9542.87,1.2077,,,,,,,,,,,,,,,,,,,,
07/03/2014,39.73,49.62,1878.04,0.5983,12.78,180,9350.75,1.2045,,,,,,,,,,,,,,,,,,,,
10/03/2014,39.49,49.57,1877.17,0.6008,12.61,174.71,9265.5,1.1996,,,,,,,,,,,,,,,,,,,,
11/03/2014,39.4,48.43,1867.63,0.6018,12.47,177.61,9307.79,1.1989,,,,,,,,,,,,,,,,,,,,
12/03/2014,39.485,47.98,1868.2,0.6018,12.35,176.1,9188.69,1.1954,,,,,,,,,,,,,,,,,,,,
13/03/2014,39.265,47.33,1846.34,0.6015,12.2,175.17,9017.79,1.1987,,,,,,,,,,,,,,,,,,,,
14/03/2014,39.16,46.88,1841.13,0.6007,12.05,173.89,9056.41,1.1968,,,,,,,,,,,,,,,,,,,,
17/03/2014,39.49,47.73,1858.83,0.6011,12.36,175.77,9180.89,1.195,,,,,,,,,,,,,,,,,,,,
18/03/2014,39.82,48.14,1872.25,0.6027,12.78,175.62,9242.55,1.1908,,,,,,,,,,,,,,,,,,,,
19/03/2014,39.575,48.94,1860.77,0.6046,12.8,177.12,9277.05,1.1953,,,,,,,,,,,,,,,,,,,,
20/03/2014,39.635,50.22,1872.01,0.6059,12.985,176.61,9296.12,1.1978,,,,,,,,,,,,,,,,,,,,
21/03/2014,37.605,50.08,1866.52,0.6066,13.23,174.03,9342.94,1.1952,,,,,,,,,,,,,,,,,,,,
24/03/2014,37.43,50.05,1857.44,0.6061,12.995,172,9188.77,1.1921,,,,,,,,,,,,,,,,,,,,
25/03/2014,36.825,50.3,1865.62,0.605,12.9,175.79,9338.4,1.1954,,,,,,,,,,,,,,,,,,,,
26/03/2014,36.61,50.16,1852.56,0.6031,12.97,178.01,9448.58,1.2033,,,,,,,,,,,,,,,,,,,,
27/03/2014,36.66,47.45,1849.04,0.602,12.96,178.98,9451.21,1.2089,,,,,,,,,,,,,,,,,,,,
28/03/2014,36.77,47.25,1857.62,0.601,13.09,184.04,9587.19,1.2099,,,,,,,,,,,,,,,,,,,,
31/03/2014,36.93,47.6,1872.34,0.6001,13.35,184.01,9555.91,1.2099,,,,,,,,,,,,,,,,,,,,
01/04/2014,37.195,47.8,1885.52,0.6013,13.81,184.75,9603.71,1.2057,,,,,,,,,,,,,,,,,,,,
02/04/2014,37.27,48.24,1890.9,0.6015,14.045,184.85,9623.36,1.2077,,,,,,,,,,,,,,,,,,,,
03/04/2014,36.995,47.68,1888.77,0.6025,14.1,184.32,9628.82,1.2098,,,,,,,,,,,,,,,,,,,,
04/04/2014,36.42,47.11,1865.09,0.6033,14.34,186.75,9695.77,1.2096,,,,,,,,,,,,,,,,,,,,
07/04/2014,35.415,46.55,1845.04,0.6021,14.16,184.1,9510.85,1.2087,,,,,,,,,,,,,,,,,,,,
08/04/2014,36.46,46.6,1851.96,0.5971,13.81,185.077,9490.79,1.2136,,,,,,,,,,,,,,,,,,,,
09/04/2014,36.78,47.16,1872.18,0.5955,14.06,192.55,9506.35,1.2121,,,,,,,,,,,,,,,,,,,,
10/04/2014,36.225,46.23,1833.08,0.5958,13.42,190.55,9454.54,1.2088,,,,,,,,,,,,,,,,,,,,
11/04/2014,35.625,45.68,1815.69,0.5977,13.195,189.5,9315.29,1.2051,,,,,,,,,,,,,,,,,,,,
14/04/2014,36.19,47.67,1830.61,0.5978,12.98,187.78,9339.17,1.2105,,,,,,,,,,,,,,,,,,,,
15/04/2014,36.14,48.31,1842.98,0.5977,12.5,184.25,9173.71,1.2111,,,,,,,,,,,,,,,,,,,,
16/04/2014,36.55,48.18,1862.31,0.5954,12.83,190.01,9317.82,1.2158,,,,,,,,,,,,,,,,,,,,
17/04/2014,37.015,48.22,1864.85,0.5954,13.17,191.72,9409.71,1.2158,,,,,,,,,,,,,,,,,,,,
18/04/2014,37.015,48.22,1864.85,0.5955,13.17,191.72,9409.71,1.2154,,,,,,,,,,,,,,,,,,,,
21/04/2014,36.95,47.84,1871.89,0.5955,13.17,191.72,9409.71,1.2174,,,,,,,,,,,,,,,,,,,,
22/04/2014,37.175,48.02,1879.55,0.5944,13.25,194.6,9600.09,1.2187,,,,,,,,,,,,,,,,,,,,
23/04/2014,37.05,48.4,1875.39,0.5959,13.3,192.41,9544.19,1.2146,,,,,,,,,,,,,,,,,,,,
24/04/2014,36.695,48.33,1878.61,0.5951,12.96,191.67,9548.68,1.2148,,,,,,,,,,,,,,,,,,,,
25/04/2014,36.35,47.75,1863.4,0.5951,12.7,188.58,9401.55,1.2146,,,,,,,,,,,,,,,,,,,,
28/04/2014,35.835,47.3,1869.43,0.595,12.78,190.85,9446.36,1.2134,,,,,,,,,,,,,,,,,,,,
29/04/2014,36.24,48.16,1878.33,0.5943,13.105,189.79,9584.12,1.2183,,,,,,,,,,,,,,,,,,,,
30/04/2014,36.475,47.91,1883.95,0.5927,12.82,191.23,9603.23,1.2166,,,,,,,,,,,,,,,,,,,,
01/05/2014,36.46,47.76,1883.68,0.592,12.82,191.23,9603.23,1.218,,,,,,,,,,,,,,,,,,,,
02/05/2014,36.495,47.73,1881.14,0.5927,12.8,188.35,9556.02,1.2163,,,,,,,,,,,,,,,,,,,,
05/05/2014,36.645,47.18,1884.66,0.5929,12.78,188.09,9529.5,1.2155,,,,,,,,,,,,,,,,,,,,
06/05/2014,36.125,46.36,1867.72,0.5891,12.7,185.67,9467.53,1.2188,,,,,,,,,,,,,,,,,,,,
07/05/2014,36.09,46.7,1878.21,0.5899,12.28,184.26,9521.3,1.2187,,,,,,,,,,,,,,,,,,,,
08/05/2014,36.525,47.14,1875.63,0.5906,12.02,187.81,9607.4,1.2235,,,,,,,,,,,,,,,,,,,,
09/05/2014,36.725,46.99,1878.48,0.5934,11.7,188.85,9581.45,1.2247,,,,,,,,,,,,,,,,,,,,
12/05/2014,37.315,47.27,1896.65,0.5928,11.72,189.3,9702.46,1.2262,,,,,,,,,,,,,,,,,,,,
13/05/2014,37.295,47.42,1897.45,0.5943,11.81,186.94,9754.43,1.2278,,,,,,,,,,,,,,,,,,,,
14/05/2014,36.79,47.12,1888.53,0.5964,11.67,184.83,9754.39,1.2226,,,,,,,,,,,,,,,,,,,,
15/05/2014,36.47,46.52,1870.85,0.5956,11.24,183.91,9656.05,1.2247,,,,,,,,,,,,,,,,,,,,
16/05/2014,36.97,46.44,1877.86,0.5947,11.23,185.76,9629.1,1.2278,,,,,,,,,,,,,,,,,,,,
19/05/2014,37.245,46.77,1885.08,0.5947,10.95,186.93,9659.39,1.2266,,,,,,,,,,,,,,,,,,,,
20/05/2014,36.63,46.55,1872.83,0.5939,11.09,187.51,9639.08,1.2289,,,,,,,,,,,,,,,,,,,,
21/05/2014,37.105,46.85,1888.03,0.5917,11.415,189.1,9697.87,1.2347,,,,,,,,,,,,,,,,,,,,
22/05/2014,37.44,47.14,1892.49,0.5927,11.41,189.22,9720.91,1.2354,,,,,,,,,,,,,,,,,,,,
23/05/2014,37.925,47.29,1900.53,0.594,11.44,191.43,9768.01,1.2348,,,,,,,,,,,,,,,,,,,,
26/05/2014,37.925,47.29,1900.53,0.5937,11.82,193.72,9892.82,1.2342,,,,,,,,,,,,,,,,,,,,
27/05/2014,38.305,47.57,1911.91,0.5949,11.94,192.92,9940.82,1.2329,,,,,,,,,,,,,,,,,,,,
28/05/2014,38.135,47.32,1909.78,0.5984,11.96,192.96,9939.17,1.2296,,,,,,,,,,,,,,,,,,,,
29/05/2014,38.19,47.28,1920.03,0.5982,11.73,193.74,9938.9,1.229,,,,,,,,,,,,,,,,,,,,
30/05/2014,38.455,47.57,1923.57,0.5967,11.62,192.56,9943.27,1.2289,,,,,,,,,,,,,,,,,,,,
02/06/2014,38.36,47.76,1924.97,0.5972,11.69,194.45,9950.12,1.2316,,,,,,,,,,,,,,,,,,,,
03/06/2014,37.775,48.19,1924.24,0.5971,11.34,193.53,9919.74,1.2291,,,,,,,,,,,,,,,,,,,,
04/06/2014,38.065,47.88,1927.88,0.5975,11.46,189.103,9926.67,1.2308,,,,,,,,,,,,,,,,,,,,
05/06/2014,37.935,48.63,1940.46,0.5945,11.81,193.03,9947.83,1.2313,,,,,,,,,,,,,,,,,,,,
06/06/2014,38.115,48.93,1949.44,0.5952,12.375,193.69,9987.19,1.2317,,,,,,,,,,,,,,,,,,,,
09/06/2014,38.335,49.58,1951.27,0.5951,12.49,193.65,10008.63,1.2361,,,,,,,,,,,,,,,,,,,,
10/06/2014,38.155,49.33,1950.79,0.5968,12.51,192.72,10028.8,1.2368,,,,,,,,,,,,,,,,,,,,
11/06/2014,37.57,48.81,1943.89,0.5957,12.38,192.85,9949.81,1.2407,,,,,,,,,,,,,,,,,,,,
12/06/2014,37.385,48.27,1930.11,0.5907,12.41,193.94,9938.7,1.2488,,,,,,,,,,,,,,,,,,,,
13/06/2014,37.31,47.59,1936.16,0.5895,12.44,192.81,9912.87,1.2529,,,,,,,,,,,,,,,,,,,,
16/06/2014,37.275,47.64,1937.78,0.5888,12.415,191.51,9883.98,1.2512,,,,,,,,,,,,,,,,,,,,
17/06/2014,37.545,47.79,1941.99,0.5895,12.45,192.81,9920.32,1.2522,,,,,,,,,,,,,,,,,,,,
18/06/2014,38.105,47.93,1956.98,0.5884,12.41,193.07,9930.33,1.2499,,,,,,,,,,,,,,,,,,,,
19/06/2014,37.82,47.56,1959.48,0.5869,12.41,194.29,10004,1.2521,,,,,,,,,,,,,,,,,,,,
20/06/2014,37.55,47.34,1962.87,0.5878,12,193.95,9987.24,1.2509,,,,,,,,,,,,,,,,,,,,
23/06/2014,37.725,48.06,1962.61,0.5873,11.72,192.44,9920.92,1.2516,,,,,,,,,,,,,,,,,,,,
24/06/2014,37.49,47.81,1949.98,0.5887,11.55,191.36,9938.08,1.2483,,,,,,,,,,,,,,,,,,,,
25/06/2014,38.235,47.82,1959.53,0.5888,11.85,190.55,9867.75,1.2462,,,,,,,,,,,,,,,,,,,,
26/06/2014,38.43,47.23,1957.22,0.5873,11.59,188.83,9804.9,1.2509,,,,,,,,,,,,,,,,,,,,
27/06/2014,38.84,47.14,1960.96,0.587,11.66,188.84,9815.17,1.2477,,,,,,,,,,,,,,,,,,,,
30/06/2014,38.775,47.1,1960.23,0.5846,11.48,188.27,9833.07,1.2493,,,,,,,,,,,,,,,,,,,,
01/07/2014,39,47.46,1973.32,0.5831,11.57,189.81,9902.41,1.2537,,,,,,,,,,,,,,,,,,,,
02/07/2014,38.895,48.01,1974.62,0.5826,11.61,192.44,9911.27,1.2567,,,,,,,,,,,,,,,,,,,,
03/07/2014,39.225,48.24,1985.44,0.5829,11.81,191.74,10029.43,1.2605,,,,,,,,,,,,,,,,,,,,
04/07/2014,39.225,48.24,1985.44,0.5828,11.62,191.149,10009.08,1.2623,,,,,,,,,,,,,,,,,,,,
07/07/2014,39.325,47.98,1977.65,0.5838,11.46,187.7,9906.07,1.259,,,,,,,,,,,,,,,,,,,,
08/07/2014,38.835,47.42,1963.71,0.5837,10.89,185.03,9772.67,1.2585,,,,,,,,,,,,,,,,,,,,
09/07/2014,39.345,47.38,1972.83,0.5828,11.05,183.58,9808.2,1.2577,,,,,,,,,,,,,,,,,,,,
10/07/2014,38.75,46.9,1964.68,0.5837,10.82,183.65,9659.13,1.2589,,,,,,,,,,,,,,,,,,,,
11/07/2014,38.645,47,1967.57,0.5844,10.8,184.07,9666.34,1.2584,,,,,,,,,,,,,,,,,,,,
14/07/2014,38.975,48.42,1977.1,0.5853,10.99,185.75,9783.01,1.2544,,,,,,,,,,,,,,,,,,,,
15/07/2014,39.015,49.29,1973.28,0.5833,10.78,185.86,9719.41,1.2635,,,,,,,,,,,,,,,,,,,,
16/07/2014,38.46,49.82,1981.57,0.5835,10.95,188.37,9859.27,1.267,,,,,,,,,,,,,,,,,,,,
17/07/2014,38.265,49.18,1958.12,0.5847,10.89,184.03,9753.88,1.2643,,,,,,,,,,,,,,,,,,,,
18/07/2014,38.76,49.56,1978.22,0.5852,10.94,184,9720.02,1.2634,,,,,,,,,,,,,,,,,,,,
21/07/2014,38.41,49.35,1973.63,0.5857,10.76,180,9612.05,1.2627,,,,,,,,,,,,,,,,,,,,
22/07/2014,38.52,49.6,1983.53,0.586,10.72,181.19,9734.33,1.2673,,,,,,,,,,,,,,,,,,,,
23/07/2014,38.685,50.18,1987.01,0.5867,10.9,181.62,9753.56,1.2659,,,,,,,,,,,,,,,,,,,,
24/07/2014,39.3,50.09,1987.98,0.5887,11.14,180.98,9794.06,1.2616,,,,,,,,,,,,,,,,,,,,
25/07/2014,38.86,50.03,1978.34,0.5891,11.25,178.69,9644.01,1.264,,,,,,,,,,,,,,,,,,,,
28/07/2014,39.2,49.7,1978.91,0.5888,11.22,174.56,9598.17,1.2637,,,,,,,,,,,,,,,,,,,,
29/07/2014,39.05,49.42,1969.95,0.5902,11.125,176.8,9653.63,1.2637,,,,,,,,,,,,,,,,,,,,
30/07/2014,39.805,50,1970.07,0.5913,11.14,173.46,9593.68,1.2625,,,,,,,,,,,,,,,,,,,,
31/07/2014,38.565,48.91,1930.67,0.5922,10.775,172.33,9407.48,1.261,,,,,,,,,,,,,,,,,,,,
01/08/2014,38.39,48.1,1925.15,0.5945,10.52,170.079,9210.08,1.2527,,,,,,,,,,,,,,,,,,,,
04/08/2014,38.58,48.34,1938.99,0.593,10.69,172.68,9154.14,1.2564,,,,,,,,,,,,,,,,,,,,
05/08/2014,38.46,47.89,1920.21,0.5922,10.36,167.45,9189.74,1.2623,,,,,,,,,,,,,,,,,,,,
06/08/2014,38.57,48.14,1920.24,0.5933,10.43,166.64,9130.04,1.2593,,,,,,,,,,,,,,,,,,,,
07/08/2014,38.175,48.06,1909.57,0.5941,10.41,165.18,9038.97,1.2596,,,,,,,,,,,,,,,,,,,,
08/08/2014,38.53,48.45,1931.59,0.5961,10.37,165.609,9009.32,1.2509,,,,,,,,,,,,,,,,,,,,
11/08/2014,38.53,48.39,1936.92,0.5957,10.39,167.69,9180.74,1.2541,,,,,,,,,,,,,,,,,,,,
12/08/2014,38.365,48.44,1933.75,0.5948,10.64,165.68,9069.47,1.2575,,,,,,,,,,,,,,,,,,,,
13/08/2014,38.625,48.75,1946.72,0.5992,10.78,168.02,9198.88,1.2487,,,,,,,,,,,,,,,,,,,,
14/08/2014,38.65,49.13,1955.18,0.5993,10.76,167.65,9225.1,1.2485,,,,,,,,,,,,,,,,,,,,
15/08/2014,38.565,48.72,1955.06,0.599,10.72,165.7,9092.6,1.2456,,,,,,,,,,,,,,,,,,,,
18/08/2014,39.275,49.51,1971.74,0.5978,10.84,167.78,9245.33,1.2518,,,,,,,,,,,,,,,,,,,,
19/08/2014,39.255,49.7,1981.6,0.6018,10.97,171.04,9334.28,1.2475,,,,,,,,,,,,,,,,,,,,
20/08/2014,39.455,49.8,1986.51,0.6026,10.9,170.21,9314.57,1.2515,,,,,,,,,,,,,,,,,,,,
21/08/2014,39.47,51.07,1992.37,0.6032,11,172.56,9401.53,1.2484,,,,,,,,,,,,,,,,,,,,
22/08/2014,39.645,50.93,1988.4,0.6034,11.07,171.35,9339.17,1.2515,,,,,,,,,,,,,,,,,,,,
