Dates,NKE ,C ,SPX ,USDGBP,CBK ,VOW ,DAX,GBPEUR,,,,,,,,,,,,,,,,,,,,
12/12/2012,24.8,37.53,1428.48,0.6193,10.6579,159.8,7614.79,1.2352,,,,,,,,,,,,,,,,,,,,
13/12/2012,24.3325,37.29,1419.45,0.6206,10.5757,160.25,7581.98,1.2321,,,,,,,,,,,,,,,,,,,,
14/12/2012,24.2275,37.6,1413.58,0.6183,10.6729,160.22,7596.47,1.2288,,,,,,,,,,,,,,,,,,,,
17/12/2012,24.4975,39.15,1430.36,0.6171,10.7926,159.62,7604.94,1.2309,,,,,,,,,,,,,,,,,,,,
18/12/2012,24.73,39.46,1446.79,0.6153,11.2413,159.75,7653.58,1.2285,,,,,,,,,,,,,,,,,,,,
19/12/2012,24.445,39.45,1435.81,0.6155,11.2338,159.36,7668.5,1.2283,,,,,,,,,,,,,,,,,,,,
20/12/2012,24.75,40.17,1443.69,0.6143,11.189,160.25,7672.1,1.2291,,,,,,,,,,,,,,,,,,,,
21/12/2012,26.275,39.49,1430.15,0.6184,10.7552,161.58,7636.23,1.2263,,,,,,,,,,,,,,,,,,,,
24/12/2012,26.4,39.38,1426.66,0.6203,10.7552,161.58,7636.23,1.2229,,,,,,,,,,,,,,,,,,,,
25/12/2012,26.4,39.38,1426.66,0.6201,10.7552,161.58,7636.23,1.2232,,,,,,,,,,,,,,,,,,,,
26/12/2012,25.665,39.55,1419.83,0.6197,10.7552,161.58,7636.23,1.2204,,,,,,,,,,,,,,,,,,,,
27/12/2012,25.88,39.25,1418.1,0.6211,10.8001,161.5,7655.88,1.2163,,,,,,,,,,,,,,,,,,,,
28/12/2012,25.495,39.01,1402.43,0.6189,10.7253,162.75,7612.39,1.2222,,,,,,,,,,,,,,,,,,,,
31/12/2012,25.8,39.56,1426.19,0.6154,10.7253,162.75,7612.39,1.2317,,,,,,,,,,,,,,,,,,,,
01/01/2013,25.8,39.56,1426.19,0.6155,10.7253,162.75,7612.39,1.2307,,,,,,,,,,,,,,,,,,,,
02/01/2013,25.92,41.25,1462.42,0.6152,11.1591,167.99,7778.78,1.2326,,,,,,,,,,,,,,,,,,,,
03/01/2013,26.185,41.39,1459.37,0.6208,11.1217,167.4,7756.44,1.2343,,,,,,,,,,,,,,,,,,,,
04/01/2013,26.44,42.4298,1466.47,0.6223,11.2937,167.19,7776.37,1.2296,,,,,,,,,,,,,,,,,,,,
07/01/2013,26.48,42.47,1461.89,0.6205,11.7798,164.3,7732.66,1.2286,,,,,,,,,,,,,,,,,,,,
08/01/2013,26.2,42.46,1457.15,0.6228,11.9444,161.6,7695.83,1.2273,,,,,,,,,,,,,,,,,,,,
09/01/2013,26.225,42.04,1461.02,0.6241,12.3333,159.88,7720.47,1.2264,,,,,,,,,,,,,,,,,,,,
10/01/2013,26.275,42.83,1472.12,0.6185,12.8494,160.91,7708.47,1.2182,,,,,,,,,,,,,,,,,,,,
11/01/2013,26.55,42.34,1472.05,0.6198,12.2435,164.6,7715.53,1.209,,,,,,,,,,,,,,,,,,,,
14/01/2013,26.595,42.22,1470.68,0.622,12.438,165.23,7729.52,1.2014,,,,,,,,,,,,,,,,,,,,
15/01/2013,26.82,42.57,1472.34,0.6225,12.5053,164.4,7675.91,1.2074,,,,,,,,,,,,,,,,,,,,
16/01/2013,26.865,42.48,1472.63,0.6247,12.3931,166.25,7691.13,1.2045,,,,,,,,,,,,,,,,,,,,
17/01/2013,26.74,41.24,1480.94,0.6253,12.453,165.25,7735.46,1.1956,,,,,,,,,,,,,,,,,,,,
18/01/2013,26.645,41.66,1485.98,0.6302,12.6325,166.67,7702.23,1.1915,,,,,,,,,,,,,,,,,,,,
21/01/2013,26.645,41.66,1485.98,0.6317,12.7073,167.9,7748.86,1.1891,,,,,,,,,,,,,,,,,,,,
22/01/2013,26.74,41.78,1492.56,0.6313,12.4081,168.5,7696.21,1.1889,,,,,,,,,,,,,,,,,,,,
23/01/2013,26.545,42.02,1494.81,0.6311,12.1688,170.45,7707.54,1.1898,,,,,,,,,,,,,,,,,,,,
24/01/2013,26.93,42.8,1494.82,0.6333,12.3931,170,7748.13,1.1804,,,,,,,,,,,,,,,,,,,,
25/01/2013,27.775,42.91,1502.96,0.6329,12.3333,172.923,7857.97,1.1737,,,,,,,,,,,,,,,,,,,,
28/01/2013,27.25,42.34,1500.18,0.6372,12.4604,174.15,7833,1.1664,,,,,,,,,,,,,,,,,,,,
29/01/2013,26.96,42.16,1507.84,0.6344,12.4231,173.048,7848.57,1.1683,,,,,,,,,,,,,,,,,,,,
30/01/2013,26.805,41.95,1501.96,0.6329,12.2062,172.6,7811.31,1.1646,,,,,,,,,,,,,,,,,,,,
31/01/2013,27.025,42.16,1498.11,0.6306,12.0416,170.4,7776.05,1.1677,,,,,,,,,,,,,,,,,,,,
01/02/2013,26.85,43.02,1513.17,0.6372,12.0715,174.35,7833.39,1.1506,,,,,,,,,,,,,,,,,,,,
04/02/2013,26.83,42.21,1495.71,0.6345,11.2264,168.28,7638.23,1.1663,,,,,,,,,,,,,,,,,,,,
05/02/2013,26.945,42.92,1511.29,0.6386,11.3236,166.19,7664.66,1.1528,,,,,,,,,,,,,,,,,,,,
06/02/2013,27.08,43.05,1512.12,0.6385,11.0543,165.415,7581.18,1.158,,,,,,,,,,,,,,,,,,,,
07/02/2013,27.34,42.87,1509.39,0.6364,10.9721,165.6,7590.85,1.173,,,,,,,,,,,,,,,,,,,,
08/02/2013,27.295,42.68,1517.93,0.6328,11.1366,169.2,7652.14,1.1824,,,,,,,,,,,,,,,,,,,,
11/02/2013,27.61,43.15,1517.01,0.6386,11.3236,168.3,7633.74,1.1681,,,,,,,,,,,,,,,,,,,,
12/02/2013,27.545,44.35,1519.43,0.6385,11.2862,169.35,7660.19,1.1642,,,,,,,,,,,,,,,,,,,,
13/02/2013,27.28,44,1520.33,0.6434,11.1965,170.2,7711.89,1.1554,,,,,,,,,,,,,,,,,,,,
14/02/2013,27.31,44.32,1521.38,0.6454,11.0693,167.91,7631.19,1.1596,,,,,,,,,,,,,,,,,,,,
15/02/2013,27.475,43.84,1519.79,0.6444,11.174,167.2,7593.51,1.1614,,,,,,,,,,,,,,,,,,,,
18/02/2013,27.475,43.84,1519.79,0.6466,11.3535,166.981,7628.73,1.1583,,,,,,,,,,,,,,,,,,,,
19/02/2013,27.235,44.5,1530.94,0.6483,11.2563,169.89,7752.45,1.1522,,,,,,,,,,,,,,,,,,,,
20/02/2013,27.01,43.22,1511.95,0.6564,11.0469,170.55,7728.9,1.1469,,,,,,,,,,,,,,,,,,,,
21/02/2013,27.27,42.35,1502.42,0.6555,10.6654,167,7583.57,1.1565,,,,,,,,,,,,,,,,,,,,
22/02/2013,27.235,42.79,1515.6,0.6595,10.5607,160.6,7661.91,1.1495,,,,,,,,,,,,,,,,,,,,
25/02/2013,27.02,41.15,1487.85,0.6594,10.7477,151.9,7773.19,1.1607,,,,,,,,,,,,,,,,,,,,
26/02/2013,27.135,41.29,1496.94,0.6612,10.6056,153.35,7597.11,1.158,,,,,,,,,,,,,,,,,,,,
27/02/2013,27.17,42.16,1515.99,0.6597,10.6804,157.15,7675.83,1.154,,,,,,,,,,,,,,,,,,,,
28/02/2013,27.23,41.97,1514.68,0.6594,10.6505,157.9,7741.7,1.1613,,,,,,,,,,,,,,,,,,,,
01/03/2013,27.41,42.11,1518.2,0.665,10.4784,155,7708.16,1.1552,,,,,,,,,,,,,,,,,,,,
04/03/2013,27.365,42.94,1525.2,0.6616,10.5009,152.7,7691.68,1.1604,,,,,,,,,,,,,,,,,,,,
05/03/2013,27.45,43.6,1539.79,0.6611,10.5308,157.191,7870.31,1.159,,,,,,,,,,,,,,,,,,,,
06/03/2013,27.65,44.58,1541.46,0.666,10.7477,159.2,7919.33,1.1583,,,,,,,,,,,,,,,,,,,,
07/03/2013,27.61,45,1544.26,0.666,10.628,160.45,7939.77,1.1456,,,,,,,,,,,,,,,,,,,,
08/03/2013,27.345,46.68,1551.18,0.67,10.8075,160,7986.47,1.1477,,,,,,,,,,,,,,,,,,,,
11/03/2013,27.265,47.6,1556.22,0.6705,10.8748,159.8,7984.29,1.1433,,,,,,,,,,,,,,,,,,,,
12/03/2013,26.745,46.95,1552.48,0.671,10.4635,157.54,7966.12,1.1434,,,,,,,,,,,,,,,,,,,,
13/03/2013,27.425,46.97,1554.52,0.6701,9.5211,159.53,7970.91,1.1514,,,,,,,,,,,,,,,,,,,,
14/03/2013,27.345,47.46,1563.23,0.663,9.0424,156.37,8058.37,1.1598,,,,,,,,,,,,,,,,,,,,
15/03/2013,27.39,47.26,1560.7,0.6617,9.0424,152.09,8042.85,1.1559,,,,,,,,,,,,,,,,,,,,
18/03/2013,27.08,46.24,1552.1,0.662,8.9751,151.99,8010.7,1.1659,,,,,,,,,,,,,,,,,,,,
19/03/2013,26.915,45.79,1548.34,0.6623,8.9377,150.35,7947.79,1.1721,,,,,,,,,,,,,,,,,,,,
20/03/2013,27.415,46.09,1558.71,0.6623,9.0349,148.698,8001.97,1.1674,,,,,,,,,,,,,,,,,,,,
21/03/2013,26.8,45.23,1545.8,0.6591,9.0499,147.999,7932.51,1.1761,,,,,,,,,,,,,,,,,,,,
22/03/2013,29.765,45.23,1556.89,0.6566,8.8704,149.652,7911.35,1.1725,,,,,,,,,,,,,,,,,,,,
25/03/2013,29.78,44.49,1551.69,0.659,8.7358,147.898,7870.9,1.1807,,,,,,,,,,,,,,,,,,,,
26/03/2013,29.735,44.83,1563.77,0.6596,8.6685,148.249,7879.67,1.1786,,,,,,,,,,,,,,,,,,,,
27/03/2013,29.225,44.46,1562.85,0.661,8.474,147.89,7789.09,1.1838,,,,,,,,,,,,,,,,,,,,
28/03/2013,29.505,44.24,1569.19,0.6582,8.646,146.602,7795.31,1.1854,,,,,,,,,,,,,,,,,,,,
29/03/2013,29.505,44.24,1569.19,0.658,8.646,146.602,7795.31,1.1856,,,,,,,,,,,,,,,,,,,,
01/04/2013,29.13,43.79,1562.17,0.6566,8.646,146.602,7795.31,1.1852,,,,,,,,,,,,,,,,,,,,
02/04/2013,29.45,44.11,1570.25,0.6621,8.6011,148.45,7943.87,1.1782,,,,,,,,,,,,,,,,,,,,
03/04/2013,29.455,42.5,1553.69,0.661,8.5264,148.7,7874.75,1.1773,,,,,,,,,,,,,,,,,,,,
04/04/2013,29.67,42.77,1559.98,0.6564,8.6086,147.41,7817.39,1.1778,,,,,,,,,,,,,,,,,,,,
05/04/2013,29.485,43.01,1553.28,0.652,8.5264,146.18,7658.75,1.1803,,,,,,,,,,,,,,,,,,,,
08/04/2013,29.975,43.56,1563.07,0.6555,8.4665,147.2,7662.64,1.1726,,,,,,,,,,,,,,,,,,,,
09/04/2013,29.945,43.89,1568.61,0.6526,8.6759,144.5,7637.51,1.1713,,,,,,,,,,,,,,,,,,,,
10/04/2013,30.145,45.06,1587.73,0.6522,8.9527,144.2,7810.63,1.1729,,,,,,,,,,,,,,,,,,,,
11/04/2013,30.6,44.87,1593.37,0.6499,8.9527,145.16,7871.63,1.1743,,,,,,,,,,,,,,,,,,,,
12/04/2013,30.29,44.78,1588.85,0.6517,8.7582,140.6,7744.77,1.1699,,,,,,,,,,,,,,,,,,,,
15/04/2013,29.835,44.87,1552.36,0.6542,8.5937,137.95,7712.63,1.1726,,,,,,,,,,,,,,,,,,,,
16/04/2013,30.25,46.66,1574.57,0.651,8.8106,139.5,7682.58,1.1657,,,,,,,,,,,,,,,,,,,,
17/04/2013,30.45,45.74,1552.01,0.6562,8.6236,135.2,7503.03,1.1692,,,,,,,,,,,,,,,,,,,,
18/04/2013,30.09,45.09,1541.61,0.6545,8.6759,132.1,7473.73,1.1706,,,,,,,,,,,,,,,,,,,,
19/04/2013,30.46,45.03,1555.25,0.6565,8.4665,136.25,7459.96,1.167,,,,,,,,,,,,,,,,,,,,
22/04/2013,30.68,45.15,1562.5,0.6539,8.1449,137.4,7478.11,1.1702,,,,,,,,,,,,,,,,,,,,
23/04/2013,30.84,46.46,1578.78,0.6562,8.0851,140.89,7658.21,1.1722,,,,,,,,,,,,,,,,,,,,
24/04/2013,30.765,47.12,1578.79,0.6549,7.6887,144.95,7759.03,1.173,,,,,,,,,,,,,,,,,,,,
25/04/2013,31.035,47.11,1585.16,0.648,7.8532,147.5,7832.86,1.1862,,,,,,,,,,,,,,,,,,,,
26/04/2013,30.945,46.92,1582.24,0.6463,7.5615,142.5,7814.76,1.1879,,,,,,,,,,,,,,,,,,,,
29/04/2013,31.315,46.82,1593.61,0.6452,7.2601,146.051,7873.5,1.1833,,,,,,,,,,,,,,,,,,,,
30/04/2013,31.8,46.66,1597.57,0.6439,7.6588,147.57,7913.71,1.1795,,,,,,,,,,,,,,,,,,,,
01/05/2013,31.68,45.87,1582.7,0.6429,7.6588,147.57,7913.71,1.1802,,,,,,,,,,,,,,,,,,,,
02/05/2013,31.66,46.54,1597.59,0.6437,7.9953,146.15,7961.71,1.189,,,,,,,,,,,,,,,,,,,,
03/05/2013,32.275,46.97,1614.42,0.6421,8.0739,151.45,8122.29,1.1876,,,,,,,,,,,,,,,,,,,,
06/05/2013,31.98,47.48,1617.5,0.6435,8.0402,151.17,8112.08,1.1884,,,,,,,,,,,,,,,,,,,,
07/05/2013,31.955,48.11,1625.96,0.6459,8.2459,149.24,8181.78,1.1839,,,,,,,,,,,,,,,,,,,,
08/05/2013,31.95,49.29,1632.69,0.6437,7.9819,150.85,8249.71,1.1811,,,,,,,,,,,,,,,,,,,,
09/05/2013,31.87,48.6,1626.67,0.6473,7.8158,150.82,8262.55,1.1845,,,,,,,,,,,,,,,,,,,,
10/05/2013,32.38,48.75,1633.7,0.6511,7.741,150.525,8278.59,1.1823,,,,,,,,,,,,,,,,,,,,
13/05/2013,32.325,48.92,1633.77,0.6537,7.4202,150.35,8279.29,1.1791,,,,,,,,,,,,,,,,,,,,
14/05/2013,32.955,50.09,1650.34,0.6575,7.0612,153.01,8339.11,1.1771,,,,,,,,,,,,,,,,,,,,
15/05/2013,32.915,51.34,1658.78,0.6564,7.78,154.9,8362.42,1.1822,,,,,,,,,,,,,,,,,,,,
16/05/2013,32.22,50.61,1650.47,0.6549,7.456,154.425,8369.87,1.1854,,,,,,,,,,,,,,,,,,,,
17/05/2013,32.66,51.45,1667.47,0.6592,7.79,160.1,8398,1.1814,,,,,,,,,,,,,,,,,,,,
20/05/2013,32.665,51.6,1666.29,0.6555,8.46,167.6,8455.83,1.1841,,,,,,,,,,,,,,,,,,,,
21/05/2013,32.615,51.66,1669.16,0.6599,8.09,165.32,8472.2,1.1741,,,,,,,,,,,,,,,,,,,,
22/05/2013,32.225,51,1655.35,0.6644,8.21,168.25,8530.89,1.1705,,,,,,,,,,,,,,,,,,,,
23/05/2013,31.665,50.53,1650.51,0.6619,7.894,164.15,8351.98,1.168,,,,,,,,,,,,,,,,,,,,
24/05/2013,31.395,50.52,1649.6,0.6612,7.705,164,8305.32,1.1697,,,,,,,,,,,,,,,,,,,,
27/05/2013,31.395,50.52,1649.6,0.6623,8.072,163.5,8383.3,1.1677,,,,,,,,,,,,,,,,,,,,
28/05/2013,31.64,51.79,1660.06,0.6649,7.995,163.1,8480.87,1.1699,,,,,,,,,,,,,,,,,,,,
29/05/2013,31.465,52.28,1648.36,0.6609,8.04,162.5,8336.58,1.1693,,,,,,,,,,,,,,,,,,,,
30/05/2013,31.205,53.27,1654.41,0.6565,8,164.35,8400.2,1.1672,,,,,,,,,,,,,,,,,,,,
31/05/2013,30.83,51.99,1630.74,0.6579,8.039,165.2,8348.84,1.1693,,,,,,,,,,,,,,,,,,,,
03/06/2013,31.515,51.96,1640.42,0.6527,7.773,163,8285.8,1.1716,,,,,,,,,,,,,,,,,,,,
04/06/2013,31.39,51.23,1631.38,0.6531,7.741,161.03,8295.96,1.1706,,,,,,,,,,,,,,,,,,,,
05/06/2013,30.875,50.03,1608.9,0.6491,7.7,160.9,8196.18,1.1766,,,,,,,,,,,,,,,,,,,,
06/06/2013,31.08,50.83,1622.56,0.641,7.565,157.3,8098.81,1.1777,,,,,,,,,,,,,,,,,,,,
07/06/2013,31.375,51.6,1643.38,0.6428,7.675,162,8254.68,1.177,,,,,,,,,,,,,,,,,,,,
10/06/2013,31.52,51.93,1642.81,0.6422,7.585,163.9,8307.69,1.1746,,,,,,,,,,,,,,,,,,,,
11/06/2013,31.075,49.95,1626.13,0.6391,7.48,158.4,8222.46,1.1752,,,,,,,,,,,,,,,,,,,,
12/06/2013,30.705,49.44,1612.52,0.6377,7.497,154.6,8143.27,1.1757,,,,,,,,,,,,,,,,,,,,
13/06/2013,30.88,50.29,1636.36,0.6361,7.531,154,8095.39,1.1753,,,,,,,,,,,,,,,,,,,,
14/06/2013,30.945,49.22,1626.73,0.6367,7.411,154,8127.96,1.1768,,,,,,,,,,,,,,,,,,,,
17/06/2013,30.97,49.36,1639.04,0.6361,7.36,156.5,8215.73,1.1762,,,,,,,,,,,,,,,,,,,,
18/06/2013,31.075,50.01,1651.81,0.6393,7.52,156.05,8229.51,1.168,,,,,,,,,,,,,,,,,,,,
19/06/2013,30.875,49.53,1628.93,0.6458,7.548,154.3,8197.08,1.1647,,,,,,,,,,,,,,,,,,,,
20/06/2013,30.39,47.9,1588.19,0.6448,7.448,148.18,7928.48,1.1732,,,,,,,,,,,,,,,,,,,,
21/06/2013,30.285,46.87,1592.43,0.6486,7.28,145.5,7789.24,1.1749,,,,,,,,,,,,,,,,,,,,
24/06/2013,29.975,45.44,1573.09,0.6479,7.136,142.575,7692.45,1.1764,,,,,,,,,,,,,,,,,,,,
25/06/2013,30.195,47,1588.03,0.6484,7.074,148.5,7811.3,1.1792,,,,,,,,,,,,,,,,,,,,
26/06/2013,30.925,47.61,1603.26,0.653,6.81,148.7,7940.99,1.1769,,,,,,,,,,,,,,,,,,,,
27/06/2013,31.16,48.28,1613.2,0.6553,6.651,150.1,7990.75,1.1704,,,,,,,,,,,,,,,,,,,,
28/06/2013,31.84,47.97,1606.28,0.6574,6.707,149.9,7959.22,1.1693,,,,,,,,,,,,,,,,,,,,
01/07/2013,31.165,48.25,1614.96,0.6571,6.431,151.413,7983.92,1.1648,,,,,,,,,,,,,,,,,,,,
02/07/2013,31.31,48.15,1614.08,0.6598,6.115,150.18,7910.77,1.1678,,,,,,,,,,,,,,,,,,,,
03/07/2013,31.43,47.67,1615.41,0.6544,5.82,148.69,7829.32,1.1749,,,,,,,,,,,,,,,,,,,,
04/07/2013,31.43,47.67,1615.41,0.6635,6.325,154.159,7994.31,1.1671,,,,,,,,,,,,,,,,,,,,
05/07/2013,31.82,48.53,1631.89,0.6719,5.95,151.55,7806,1.1604,,,,,,,,,,,,,,,,,,,,
08/07/2013,31.86,49.52,1640.46,0.6689,5.799,153.7,7968.54,1.1615,,,,,,,,,,,,,,,,,,,,
09/07/2013,31.965,50.21,1652.32,0.6727,6.078,156.357,8057.75,1.1632,,,,,,,,,,,,,,,,,,,,
10/07/2013,31.8,49.63,1652.62,0.6662,5.986,156.25,8066.48,1.1569,,,,,,,,,,,,,,,,,,,,
11/07/2013,31.86,50.04,1675.02,0.6586,6.13,159.3,8158.8,1.1594,,,,,,,,,,,,,,,,,,,,
12/07/2013,31.835,50.81,1680.19,0.6619,5.989,160.798,8212.77,1.1561,,,,,,,,,,,,,,,,,,,,
15/07/2013,31.675,51.81,1682.5,0.6623,6.31,161.5,8234.81,1.156,,,,,,,,,,,,,,,,,,,,
16/07/2013,31.35,51.83,1676.26,0.6596,6.46,160.501,8201.05,1.1518,,,,,,,,,,,,,,,,,,,,
17/07/2013,31.665,51.79,1680.91,0.6573,6.346,162.594,8254.72,1.159,,,,,,,,,,,,,,,,,,,,
18/07/2013,31.66,52.69,1689.37,0.6568,6.426,164.9,8337.09,1.1615,,,,,,,,,,,,,,,,,,,,
19/07/2013,31.675,52.35,1692.09,0.655,6.504,163.997,8331.57,1.1616,,,,,,,,,,,,,,,,,,,,
22/07/2013,31.645,53,1695.53,0.651,6.54,162.65,8331.06,1.1649,,,,,,,,,,,,,,,,,,,,
23/07/2013,31.595,52.88,1692.39,0.6507,6.65,163.64,8314.23,1.1622,,,,,,,,,,,,,,,,,,,,
24/07/2013,31.315,52.19,1685.94,0.653,6.811,165.441,8379.11,1.1601,,,,,,,,,,,,,,,,,,,,
25/07/2013,31.245,52.66,1690.25,0.6498,6.8,167.12,8298.98,1.1592,,,,,,,,,,,,,,,,,,,,
26/07/2013,31.265,52.21,1691.65,0.65,6.66,165.3,8244.91,1.1583,,,,,,,,,,,,,,,,,,,,
29/07/2013,31.355,51.64,1685.33,0.6519,6.561,167.05,8259.03,1.1566,,,,,,,,,,,,,,,,,,,,
30/07/2013,31.425,51.78,1685.96,0.6563,6.44,169.93,8271.02,1.149,,,,,,,,,,,,,,,,,,,,
31/07/2013,31.46,52.14,1685.73,0.6576,6.42,171.47,8275.97,1.1433,,,,,,,,,,,,,,,,,,,,
01/08/2013,32.985,52.86,1706.87,0.6614,6.75,175.106,8410.73,1.1449,,,,,,,,,,,,,,,,,,,,
02/08/2013,33.15,53,1709.67,0.654,6.775,174.204,8406.94,1.1516,,,,,,,,,,,,,,,,,,,,
05/08/2013,33.2,52.87,1707.14,0.6512,6.63,175.99,8398.38,1.1582,,,,,,,,,,,,,,,,,,,,
06/08/2013,33.27,51.48,1697.37,0.6515,6.517,175.1,8299.73,1.1536,,,,,,,,,,,,,,,,,,,,
07/08/2013,32.815,51.5,1690.91,0.6457,6.61,172.98,8260.48,1.1614,,,,,,,,,,,,,,,,,,,,
08/08/2013,33.025,51.78,1697.48,0.6435,7.708,174,8318.32,1.1613,,,,,,,,,,,,,,,,,,,,
09/08/2013,33.155,51.32,1691.42,0.6451,7.861,175.55,8338.31,1.1619,,,,,,,,,,,,,,,,,,,,
12/08/2013,33.255,50.9,1689.47,0.6468,8.076,179.11,8359.25,1.1624,,,,,,,,,,,,,,,,,,,,
13/08/2013,32.905,51.77,1694.16,0.6473,8.026,180.2,8415.76,1.1648,,,,,,,,,,,,,,,,,,,,
14/08/2013,32.175,51.59,1685.39,0.6451,7.99,181.65,8438.12,1.1694,,,,,,,,,,,,,,,,,,,,
15/08/2013,31.745,50.86,1661.32,0.6394,8.057,179.643,8376.29,1.172,,,,,,,,,,,,,,,,,,,,
16/08/2013,31.825,50.35,1655.83,0.6399,8.23,177.97,8391.94,1.1725,,,,,,,,,,,,,,,,,,,,
19/08/2013,32.355,49.33,1646.06,0.639,8.17,177.725,8366.29,1.1735,,,,,,,,,,,,,,,,,,,,
20/08/2013,32.315,49.92,1652.35,0.6383,7.943,175.2,8300.03,1.1678,,,,,,,,,,,,,,,,,,,,
21/08/2013,32.065,49.16,1642.8,0.6386,8.1,175.325,8285.41,1.173,,,,,,,,,,,,,,,,,,,,
22/08/2013,32.43,49.91,1656.96,0.6415,8.639,178.45,8397.89,1.1671,,,,,,,,,,,,,,,,,,,,
23/08/2013,32.105,49.83,1663.5,0.6423,8.834,177.22,8416.99,1.1632,,,,,,,,,,,,,,,,,,,,
26/08/2013,31.96,49.6,1656.78,0.642,8.932,178.1,8435.15,1.1652,,,,,,,,,,,,,,,,,,,,
27/08/2013,31.405,48.24,1630.48,0.6432,8.279,170.97,8242.56,1.1609,,,,,,,,,,,,,,,,,,,,
28/08/2013,31.685,48.31,1634.96,0.6441,8.75,167.739,8157.9,1.1639,,,,,,,,,,,,,,,,,,,,
29/08/2013,31.74,48.47,1638.17,0.645,8.68,170.872,8194.55,1.1709,,,,,,,,,,,,,,,,,,,,
30/08/2013,31.41,48.33,1632.97,0.6451,8.78,167.9,8103.15,1.1726,,,,,,,,,,,,,,,,,,,,
02/09/2013,31.41,48.33,1632.97,0.6433,8.929,172.48,8243.87,1.1783,,,,,,,,,,,,,,,,,,,,
03/09/2013,32.145,49.37,1639.77,0.6428,8.78,166.98,8180.71,1.1812,,,,,,,,,,,,,,,,,,,,
04/09/2013,32.565,49.6,1653.08,0.64,8.757,165.38,8195.92,1.1832,,,,,,,,,,,,,,,,,,,,
05/09/2013,32.69,49.86,1655.08,0.6414,8.63,167.61,8234.98,1.1882,,,,,,,,,,,,,,,,,,,,
06/09/2013,32.49,49.22,1655.17,0.6398,8.755,166.5,8275.67,1.1862,,,,,,,,,,,,,,,,,,,,
09/09/2013,32.7,50.09,1671.71,0.6372,8.843,166.5,8276.32,1.184,,,,,,,,,,,,,,,,,,,,
10/09/2013,33.41,51.09,1683.99,0.6356,9.11,173.99,8446.54,1.1859,,,,,,,,,,,,,,,,,,,,
11/09/2013,33.795,50.73,1689.13,0.6321,9.407,174.82,8495.73,1.1883,,,,,,,,,,,,,,,,,,,,
12/09/2013,34.04,50.26,1683.42,0.6327,9.48,174,8494,1.1884,,,,,,,,,,,,,,,,,,,,
13/09/2013,33.955,50.49,1687.99,0.6299,9.425,175.694,8509.42,1.194,,,,,,,,,,,,,,,,,,,,
16/09/2013,34.095,51,1697.6,0.6291,9.55,176.85,8613,1.1921,,,,,,,,,,,,,,,,,,,,
17/09/2013,34.16,51.2,1704.76,0.6288,9.455,173.45,8596.95,1.1905,,,,,,,,,,,,,,,,,,,,
18/09/2013,34.74,52.21,1725.52,0.6194,9.59,173.76,8636.06,1.194,,,,,,,,,,,,,,,,,,,,
19/09/2013,34.75,51.95,1722.34,0.6238,9.562,171.8,8694.18,1.185,,,,,,,,,,,,,,,,,,,,
20/09/2013,34.685,51.21,1709.91,0.6247,9.501,168.35,8675.73,1.1834,,,,,,,,,,,,,,,,,,,,
23/09/2013,34.49,49.57,1701.84,0.6234,9.532,167.4,8635.29,1.1889,,,,,,,,,,,,,,,,,,,,
24/09/2013,34.715,48.96,1697.42,0.6248,9.362,171.25,8664.6,1.1878,,,,,,,,,,,,,,,,,,,,
25/09/2013,34.46,49.26,1692.77,0.6218,8.775,171.474,8665.63,1.1888,,,,,,,,,,,,,,,,,,,,
26/09/2013,35.17,48.93,1698.67,0.6234,8.891,170.65,8664.1,1.1893,,,,,,,,,,,,,,,,,,,,
27/09/2013,36.82,48.89,1691.75,0.6196,8.692,169.9,8661.51,1.1935,,,,,,,,,,,,,,,,,,,,
30/09/2013,36.32,48.51,1681.55,0.6178,8.49,167.79,8594.4,1.1964,,,,,,,,,,,,,,,,,,,,
01/10/2013,36.21,48.6,1695,0.6174,8.8,169,8689.14,1.1973,,,,,,,,,,,,,,,,,,,,
02/10/2013,35.945,48.71,1693.87,0.6164,8.91,166.75,8629.42,1.1948,,,,,,,,,,,,,,,,,,,,
03/10/2013,35.82,48.4,1678.66,0.619,8.734,163.57,8597.91,1.1863,,,,,,,,,,,,,,,,,,,,
04/10/2013,36.07,49.14,1690.5,0.6245,9.101,164.3,8622.97,1.1809,,,,,,,,,,,,,,,,,,,,
07/10/2013,35.67,48.18,1676.12,0.6213,8.89,165.2,8591.58,1.1853,,,,,,,,,,,,,,,,,,,,
08/10/2013,35.14,47.67,1655.45,0.6218,8.72,162.5,8555.89,1.185,,,,,,,,,,,,,,,,,,,,
09/10/2013,35.445,47.95,1656.4,0.6267,8.845,164,8516.69,1.1796,,,,,,,,,,,,,,,,,,,,
10/10/2013,36.72,49.27,1692.56,0.6263,9.411,168,8685.77,1.181,,,,,,,,,,,,,,,,,,,,
11/10/2013,36.73,49.22,1703.2,0.6268,9.267,168.3,8724.83,1.1779,,,,,,,,,,,,,,,,,,,,
14/10/2013,37.03,49.6,1710.14,0.6257,9.236,169.64,8723.81,1.1785,,,,,,,,,,,,,,,,,,,,
15/10/2013,36.855,48.86,1698.06,0.6251,9.4,168.01,8804.44,1.1829,,,,,,,,,,,,,,,,,,,,
16/10/2013,37.26,50.84,1721.54,0.6269,9.765,171.48,8846,1.1783,,,,,,,,,,,,,,,,,,,,
